f_name,mean
NIHS_1a_out,0.0017137480830236103
NIHS_1b_out,0.00825478200237015
NIHS_1c_out,0.0025300273079615
NIHS_2_out,0.0014624373517688049
NIHS_3_out,0.00155050077508028
NIHS_4_out,0.004512186907864551
NIHS_5aL_out,0.01284469933402182
NIHS_5bR_out,0.00960083287617059
NIHS_6aL_out,0.011978657417430425
NIHS_6bR_out,0.011428285825901777
NIHS_7_out,0.0028562035193277603
NIHS_8_out,0.003909377218888067
NIHS_9_out,0.005434125776515396
NIHS_10_out,0.008769119107054267
NIHS_11_out,0.0014899664618610504
VERS_1,0.0012981123871882438
VEIHD_1,0.0
MRS_1,0.08023878396074383
